RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
617,Malik Turner   SF,WR,3,—,—,0.0,—,0.0,—,0.0,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0
617,Brett Rypien   MIN,QB,1,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Kaden Davis   CLE,WR,2,—,—,0.0,—,—,—,—,—,BYE,—,0.0,—,—,—,—,—,—,0.0,0.0
617,Jordan James   SF,RB,2,—,—,0.0,—,—,—,—,—,—,—,—,—,—,BYE,—,0.0,—,0.0,0.0
617,Jalen Moreno-Cropper   DAL,WR,4,—,—,0.0,0.0,0.0,0.0,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0
617,Stephen Carlson   CHI,TE,2,—,—,—,0.0,BYE,—,—,0.0,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Jalen Royals   KC,WR,6,—,—,—,0.0,0.0,0.0,0.0,—,—,BYE,—,—,—,—,—,0.0,0.0,0.0,0.0
617,Kenny Yeboah   DET,TE,1,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Trey Sermon   PIT,RB,3,—,—,—,0.0,BYE,—,—,—,0.0,0.0,—,—,—,—,—,—,—,0.0,0.0
617,Jackson Meeks   DET,WR,2,—,—,—,0.0,—,—,—,BYE,—,—,0.0,—,—,—,—,—,—,0.0,0.0
617,Nick Vannett   LAR,TE,4,—,—,—,0.0,0.0,—,—,BYE,0.0,—,—,—,—,0.0,—,—,—,0.0,0.0
617,Avery Williams   NYJ,RB,1,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0
617,Jacob Cowing   SF,WR,1,—,—,—,—,0.0,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0
617,Ja'Corey Brooks   WAS,WR,1,—,—,—,—,—,0.0,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0
617,Lew Nichols III   PIT,RB,2,—,—,—,—,BYE,0.0,—,—,0.0,—,—,—,—,—,—,—,—,0.0,0.0
617,Parris Campbell   DAL,WR,1,—,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0
617,Thomas Fidone II   NYG,TE,2,—,—,—,—,—,—,0.0,—,0.0,—,—,—,—,BYE,—,—,—,0.0,0.0
617,Kye Robichaux   DET,RB,1,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Laquon Treadwell   IND,WR,8,—,—,—,—,—,—,0.0,—,—,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Cade McDonald   CLE,WR,1,—,—,—,—,—,—,0.0,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0
617,E.J. Jenkins   PHI,TE,2,—,—,—,—,—,—,0.0,—,BYE,—,—,—,—,—,—,0.0,—,0.0,0.0
617,Quinton Bell   MIA,WR,4,—,—,—,—,—,—,0.0,—,—,0.0,—,BYE,—,—,—,0.0,0.0,0.0,0.0
617,Eric Gray   NYG,RB,3,—,—,—,—,—,—,0.0,—,—,—,—,0.0,—,BYE,—,—,0.0,0.0,0.0
617,Hayden Rucci   MIA,TE,4,—,—,—,—,—,—,—,0.0,0.0,0.0,0.0,BYE,—,—,—,—,—,0.0,0.0
617,Michael Burton   DEN,RB,1,—,—,—,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,0.0,0.0
617,Brandon Smith   NE,WR,1,—,—,—,—,—,—,—,0.0,—,—,—,—,—,BYE,—,—,—,0.0,0.0
617,Raheem Blackshear   PIT,RB,1,—,—,—,—,BYE,—,—,0.0,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Princeton Fant   DAL,TE,1,—,—,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,—,—,0.0,0.0
617,Marcedes Lewis   DEN,TE,5,—,—,—,—,—,—,—,—,0.0,0.0,0.0,BYE,—,0.0,—,—,0.0,0.0,0.0
617,Stetson Bennett IV   LAR,QB,1,—,—,—,—,—,—,—,BYE,0.0,—,—,—,—,—,—,—,—,0.0,0.0
617,Nick Kallerup   SEA,TE,9,—,—,—,—,—,—,—,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Ricky White III   SEA,WR,2,—,—,—,—,—,—,—,BYE,0.0,0.0,—,—,—,—,—,—,—,0.0,0.0
617,Dan Chisena   CAR,WR,1,—,—,—,—,—,—,—,—,—,0.0,—,—,—,BYE,—,—,—,0.0,0.0
617,Dalen Cambre   NYG,WR,5,—,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0,BYE,0.0,—,0.0,0.0,0.0
617,Elijah Mitchell   NE,RB,1,—,—,—,—,—,—,—,—,—,—,0.0,—,—,BYE,—,—,—,0.0,0.0
617,Chase Edmonds   WAS,RB,3,—,—,—,—,—,—,—,—,—,—,0.0,BYE,—,—,0.0,—,0.0,0.0,0.0
617,Nikola Kalinic   CHI,TE,1,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,—,—,—,—,0.0,0.0
617,Chris Collier   LV,RB,1,—,—,—,—,—,—,—,BYE,—,—,—,0.0,—,—,—,—,—,0.0,0.0
617,Deion Hankins   CHI,RB,1,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,—,—,—,—,0.0,0.0
617,Gary Brightwell   CIN,RB,2,—,—,—,—,—,—,—,—,—,BYE,—,0.0,0.0,—,—,—,—,0.0,0.0
617,Britain Covey   PHI,WR,5,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Zach Horton   DET,TE,1,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,—,—,—,—,0.0,0.0
617,Keilan Robinson   NYJ,RB,1,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,—,—,—,—,0.0,0.0
617,Jashaun Corbin   NE,RB,1,—,—,—,—,—,—,—,—,—,—,—,—,0.0,BYE,—,—,—,0.0,0.0
617,DJ Turner   LV,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,—,—,—,0.0,0.0
617,Alexander Mattison   MIA,RB,2,—,—,—,—,—,—,—,—,—,—,—,BYE,—,0.0,0.0,—,—,0.0,0.0
617,Chandler Brayboy   JAC,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,—,0.0,0.0
617,Jordan Moore   CIN,WR,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,—,—,0.0,0.0
617,Giovanni Ricci   DET,TE,3,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0,0.0,0.0,0.0
617,Chris Blair   ATL,WR,3,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0,0.0,0.0
617,Coleman Owen   IND,WR,2,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0,—,0.0,0.0
617,Kristian Wilkerson   TEN,WR,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,—,—,0.0,0.0
617,Lawrence Cager   WAS,WR,1,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,—,0.0,0.0
617,Steven Sims Jr.   ARI,WR,2,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0,0.0,0.0
617,Bryson Green   ARI,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,—,0.0,0.0
617,Maurice Alexander   CHI,WR,1,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,0.0,—,0.0,0.0
617,Keaontay Ingram   KC,RB,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,—,0.0,0.0
617,River Cracraft   WAS,WR,1,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,0.0,0.0
617,Will Grier   DAL,QB,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0,0.0
617,Drake Dabney   GB,TE,1,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0
617,Ronnie Bell   NO,WR,1,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0,0.0
617,Zach Davidson   NYG,TE,1,—,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,0.0,0.0,0.0
617,CJ Dippre   NE,TE,1,—,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,0.0,0.0,0.0
707,Kedon Slovis   ARI,QB,2,—,—,—,—,—,—,—,BYE,—,0.0,—,-0.1,—,—,—,—,—,0.0,-0.1
707,Jarrett Stidham   DEN,QB,1,—,—,—,—,—,—,—,-0.1,—,—,—,BYE,—,—,—,—,—,-0.1,-0.1
707,Adrian Martinez   SF,QB,1,—,—,—,—,—,—,—,—,-0.1,—,—,—,—,BYE,—,—,—,-0.1,-0.1
710,Derius Davis   LAC,WR,10,0.3,0.0,-1.8,—,—,—,0.0,0.0,0.0,1.3,0.0,BYE,0.0,0.0,—,—,—,0.0,-0.2
710,Nyheim Miller-Hines   NO,RB,3,—,—,—,—,—,0.0,0.0,-0.2,—,—,BYE,—,—,—,—,—,—,-0.1,-0.2
710,Travis Homer   CHI,RB,7,—,—,—,—,BYE,—,0.0,0.0,0.0,—,-0.2,—,0.0,0.0,—,—,0.0,0.0,-0.2
713,Kyle Allen   DET,QB,4,—,0.0,—,-0.2,—,—,—,BYE,—,-0.1,—,—,—,—,—,—,0.0,-0.1,-0.3
714,Ke'Shawn Williams   CIN,WR,10,—,—,—,—,—,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,—,—,0.1,1.5,0.0,-0.4
715,Nick Mullens   JAC,QB,4,—,—,—,—,—,—,—,BYE,—,—,0.0,—,-0.3,0.0,-0.2,—,—,-0.1,-0.5
716,Clayton Tune   GB,QB,1,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,-0.7,-0.7,-0.7
716,Jimmy Garoppolo   LAR,QB,4,—,0.0,—,0.0,—,—,-0.3,BYE,—,—,—,—,—,-0.4,—,—,—,-0.2,-0.7
718,Xavier Gipson   NYG,WR,6,-2.0,—,—,—,—,—,0.0,1.3,—,0.0,0.0,-0.7,—,BYE,—,—,—,-0.2,-1.4
719,Jalen Milroe   SEA,QB,4,0.1,—,0.3,—,-2.0,—,—,BYE,—,—,—,0.0,—,—,—,—,—,-0.4,-1.6
720,Jamal Agnew   ATL,WR,11,0.0,—,—,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,—,—,—,-0.2,-2.0
720,LaJohntay Wester   BAL,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,BYE,—,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.0
720,Mecole Hardman Jr.   BUF,WR,2,—,—,—,—,—,—,BYE,—,—,—,-2.0,—,—,—,—,0.0,—,-1.0,-2.0
723,Myles Price   MIN,WR,16,0.0,-2.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-0.4,-6.0
